Title,Description,Date,Source
Resmi Gazete'de bugün (28.10.2022),"Resmi Gazete'de yayımlanan yönetmelik, genelge ve tebliğler...",2022-10-28,BloombergHT
"SPK, SASA'nın tahsisli sermaye artışını onayladı","Sermaye Piyasası Kurulu (SPK), SASA'nın 15,8 milyon lira nominal değerli tahsisli sermaye artırımı başvurusunu onayladı.",2022-10-27,BloombergHT
Putin: Ukrayna'da nükleer kullanmamıza gerek yok,"Rusya Devlet Başkanı Vladimir Putin, Ukrayna'ya yönelik nükleer saldırı düzenlemeye ihtiyaçları olmadığını söyledi.",2022-10-27,BloombergHT
Finansal İstikrar Komitesi'nde Troy gündemi,"Finansal İstikrar Komitesi’nin toplantısında TROY’un yurt içi ve yurt dışında yaygınlaştırılması adına bir yol haritasının oluşturulması kararlaştırıldı. Komite, bu amaçla ilgili paydaşların dâhil olduğu bir çalışma grubunun oluşturulması ve gerekli adımların ivedilikle atılması kararını aldı. ",2022-10-27,BloombergHT
"Garanti BBVA, 3. çeyrekte kârını yaklaşık beşe katladı","Garanti BBVA yılın üçüncü çeyreğinde 17,5 milyar TL net kâr elde etti. Banka geçen yılın aynı döneminde 3,8 milyar TL kâr açıklamıştı. Böylelikle banka geçen yıla göre kârını yaklaşık beşe katladı.",2022-10-27,BloombergHT
"Musk, Twitter'ı neden satın alıyor?","Tesla'nın patronu Elon Musk, neden Twitter'ı satın aldığını sosyal medya üzerinden yayınladığı bir yazıyla açıkladı.",2022-10-27,BloombergHT
Küresel döviz piyasasında rekor işlem hacmi,"Bank for International Settlements verilerine göre küresel döviz ticareti yaşanan dalgalanmalar nedeniyle rekor seviyelere ulaşırken Nisan ayında günlük ticaret 7,5 trilyon dolara ulaştı.",2022-10-27,BloombergHT
"Mısır, IMF ile 3 milyar dolarlık kredi anlaşmasına vardı","Mısır, Uluslararası Para Fonu (IMF) ile 3 milyar dolarlık kredi anlaşmasına varıldığını duyurdu.",2022-10-27,BloombergHT
"Cari açık ve net hata noksana 22,5 milyar dolarlık neşter",Turizm gelirlerine yapılan revizyon ile Türkiye’nin cari açığında da aşağı yönlü sert bir revizyon gerçekleşecek. Bu da otomatik olarak net hata noksan kaleminin daralmasına yol açacak.,2022-10-27,BloombergHT
ÇİB/Aslan: Rusya'ya ambargo çelikte fırsat yarattı,"Çelik İhracatçıları Birliği (ÇİB) Yönetim Kurulu Başkanı Adnan Aslan, özellikle Rusya-Ukrayna krizi sonrasında Baltık ülkelerinden Türk çelik sektörüne olan talebin arttığını belirterek, ""2022 yılının ilk 9 ayına baktığımızda Estonya'ya ihracatımız yüzde 392 artışla 70 bin tona dayanırken, Letonya'ya olan ihracatımız da yüzde 30 artışla 21 bin tona yükseldi"" ifadelerini kullandı.",2022-10-27,BloombergHT
Meta hisseleri 6 yılın dibini gördü,Meta hisseleri bilançonun ardından ilk işlem gününde sert düşüş yaşadı. Yatırımcılar özellikle hasılat beklentileri dolayısıyla hayal kırıklığı yaşadı.,2022-10-27,BloombergHT
"""Enflasyon neredeyse hiçbir zaman hızla geri çekilmiyor""",ABD Eski Hazine Bakanı Larry Summers Twitter'dan yaptığı paylaşımlarda geçmiş referans alındığında mevcut görünümde ABD'de yüzde 8'lik enflasyonun aşağı çekilmesi ihtimalinin düşük olduğunu ve enflasyonun neredeyse hiçbir zaman hızla geri çekilmediğine dikkat çekti.,2022-10-27,BloombergHT
"Nebati, AYD üyeleriyle bir araya geldi","Hazine ve Maliye Bakanı Nureddin Nebati, bir araya geldiği Alışveriş Merkezleri ve Yatırımcıları Derneği üyeleriyle son dönemdeki ekonomik gelişmelerin sektör üzerindeki etkilerini değerlendirdiklerini duyurdu.",2022-10-27,BloombergHT
ABD'de 3. çeyrekte büyüme beklentiyi aştı,"ABD ekonomisi yılın üçüncü çeyreğinde, enflasyon ve Fed’in faiz artışlarına karşın güçlü büyüme gösterdi. Gayrisafi yurtiçi hasıla, ilk iki çeyrekteki küçülmenin ardından üçüncü çeyrekte yıllık bazda yüzde 2,6 büyüdü. Ekonomik aktivitenin en önemli kalemi olan kişisel harcamalar yüzde 1,4 ile beklentilerin üzerinde arttı.",2022-10-27,BloombergHT
UEA: Temiz enerji yatırımı hâlâ yeterli değil,Uluslararası Enerji Ajansı'nın (UEA) raporuna göre; temiz enerji yatırımı 2030 yılına kadar yılda 2 trilyon doları aşabilir. Raporda yer alan değerlendirmelere göre bu yatırım yeterli düzeyde görülmüyor.,2022-10-27,BloombergHT
AMB agresif faiz artışına devam etti,Avrupa Merkez Bankası (AMB) resesyon endişelerina rağmen rekor yüksek enflasyonu dizginlemek için agresif faiz artışına 2. ayda da devam etti. Banka 40 yılın zirvesindeki enflasyonu dizginlemek için faiz artışlarının devam edeceği mesajını verdi. Başkan Lagarde ekonominin son çeyrekte muhtemelen daha da yavaşlayacağı uyarısı yaptı.,2022-10-27,BloombergHT
Suudilerden çevre ülkelere 24 milyar dolarlık yatırım,"Suudi Arabistan’ın varlık fonu, çevresindeki ekonomileri kalkındırmak amacıyla Ortadoğu ve Kuzey Afrika ülkelerine 24 milyar dolarlık yatırım yapmayı planlıyor.",2022-10-27,BloombergHT
Spot piyasada elektrik fiyatları (27.10.2022),"Spot piyasada bir megavatsaat elektriğin fiyatı yarın için en yüksek 4 bin 800 lira, en düşük 300 lira olarak belirlendi.",2022-10-27,BloombergHT
TCMB: Politika-kredi faizi makası dengesi yakından izleniyor,"Türkiye Cumhuriyet Merkez Bankası (TCMB), son dönemde belirgin şekilde açılan politika-kredi faizi makasının ilan edilen makroihtiyati tedbirlerin katkısı ile geldiği dengeyi yakından takip ettiğini, parasal aktarım mekanizmasının etkinliğini destekleyecek araçlarını güçlendirmeye devam edeceğini açıkladı.",2022-10-27,BloombergHT
Dış ticarette 800 milyon dolarlık 'tombul parmak',Türkiye İstatistik Kurumu'nun açıkladığı Eylül ayı dış ticaret verileri ile Ticaret Bakanlığı'nın açıkladığı öncü veriler arasında yaklaşık 800 milyon dolarlık bir fark dikkat çekti. Söz konusu farkın yanlış tutar girilmiş bir beyanname dolayısıyla gerçekleştiği belirtildi.,2022-10-27,BloombergHT
Portföy şirketlerinde fon büyüklüğü 1 trilyon lirayı aştı,"Türkiye Sermaye Piyasaları Birliği tarafından açıklanan 2022 yılı üçüncü çeyrek verilerine göre, portföy yönetim şirketlerinin yönettiği fon büyüklüğü, Eylül sonu itibariyle 1 trilyon, 41 milyar liraya ulaştı.",2022-10-27,BloombergHT
"AKLease'den, 100 milyon euroluk sendikasyon kredi anlaşması","AKLease, Hollanda Kalkınma Bankası (FMO) ile toplam 100 milyon euroluk sendikasyon kredi anlaşmasına imza attı.",2022-10-27,BloombergHT
Eczacıbaşı’na İş Bankası ve TSKB’den kredi,"EİS Eczacıbaşı İlaç Sınai ve Finansal Yatırımlar Sanayi ve Ticaret AŞ’nin, Kaliforniya merkezli Amgen Global Finance B.V. firmasından Gensenta İlaç’ı satın alma işlemine İş Bankası ve TSKB 85 milyon dolar karşılığı euro tutarında ortak finansman sağlıyor.",2022-10-27,BloombergHT
Trendyol ve Suudi Fawaz Alhokair işbirliği anlaşması imzaladı,E-ticaret platformu Trendyol ile Suudi Arabistan perakende şirketi Fawaz Alhokair Group arasında işbirliği anlaşması yapıldı.,2022-10-27,BloombergHT
Lufthansa'dan 3. çeyrekte kâr,"Alman hava yolu şirketi Lufthansa Grubu, Almanya'da havalimanlarında yazın personel sıkıntısı ve grevlerle yaşanan kaosa karşın Kovid-19 salgını sonrası uçuş talebinin artmasıyla bu yılın 3. çeyreğinde 1,1 milyar euro kâr açıkladı.",2022-10-27,BloombergHT
Dolarda yükseliş trendi bitti mi?,Dolar 1 ayın en düşük seviyesine gerilemesine rağmen henüz yükseliş trendi bitmemiş olabilir. JPMorgan ve Fivestar Varlık Yönetimi'ne göre Fed'in faiz artış döngüsünde sona yaklaşılmadan doların 'hakimiyetinin' biteceğini söylemek için erken olabilir.,2022-10-27,BloombergHT
CDS krizi yaşayan Credit Suisse’ten sermaye artışı,"Credit Suisse art arda açıkladığı büyük zararlardan sonra binlerce kişinin işten çıkarılması ve 4 milyar franklık (4,1 milyar dolar) sermaye artışını da içeren yeni bir stratejik plan açıkladı.",2022-10-27,BloombergHT
"Türkiye'ye Eylül'de yabancı turist girişi yüzde 55,8 arttı","Kültür ve Turizm Bakanlığı verilerine göre, 2022 yılında Türkiye'ye gelen ziyaretçilerin sayısı 2021 yılı ilk 9 ayına göre yüzde 87,13 artış gösterdi. 40 milyon turistin geldiği Ocak - Eylül döneminde Türkiye'ye en çok ziyaretçi gönderen ülke 4 milyon 527 bin ile Almanya oldu.",2022-10-27,BloombergHT
"2023'te maaşlar hangi ülkelerde reel olarak artacak, hangilerinde düşecek?","Küresel olarak ülkelerin sadece yüzde 37'sinin reel ücret artışı bildirmesinin beklediğini gösteren yeni bir ankete göre, devam eden enflasyonist ortam 2023’de reel ücret artışları üzerinde büyük bir engel oluşturacak.",2022-10-27,BloombergHT
Türk-İş gıda enflasyonu rekor tazeledi,"Türk-İş Araştırması'nın 2022 Ekim ayı sonucuna göre; açlık sınırı 7,425 TL'ye, yoksulluk sınırı 24,185 TL'ye yükseldi. Mutfak enflasyonu aylık yüzde 2,48 arttı, son 12 aylık mutfak enflasyonu da yüzde 134,77 oranında artarak rekor tazeledi.",2022-10-27,BloombergHT
TCMB enflasyon tahminini yükseltti,"Türkiye Cumhuriyet Merkez Bankası (TCMB) yılın son enflasyon raporunda yıl sonuna ilişkin enflasyon tahminini yüzde 65,2'ye yükseltti. TCMB'nin bir önceki raporda yıl sonu beklentisi yüzde 60,4 olmuştu.",2022-10-27,BloombergHT
Güncellenen veriye göre turistin ortalama harcaması geriledi,"TÜİK'in güncellenen verilerine göre, turistin 3. çeyrekte yapan gecelik ortalama harcaması 89 dolar oldu. Bu veri önceki yılın aynı çeyreğinde 91 dolar şeklindeydi. TÜİK'in revizyon sonrası Türkiye'nin son 10 yıllık toplam turizm geliri yukarı yönlü 20 milyar dolar güncellendi.",2022-10-27,BloombergHT
İngiltere'de tüketiciler Noel harcamasını kısmayı planlıyor,"İngiltere'de Noel için yetişkinlerin dörtte üçü Noel harcamalarını düşük tutmayı planlarken hediyeleri azaltmayı düşünenlerin oranı yüzde 49, dışarda yemek yememeyi planlayanların oranı yüzde 46 oldu.",2022-10-27,BloombergHT
"GM, 2025’e kadar ABD’deki tesislerine yenilenebilir enerji sağlayacak","General Motors (GM), 2025 yılına kadar ABD'deki tüm tesislerine yenilenebilir enerji sağlamaya hazır olduğunu açıkladı. Şirket daha önce 2030 yılına kadar ABD'deki tesislerine yenilenebilir enerji sağlamayı planlamıştı. GM, hızlandırılmış geçiş ile tahmini 1 milyon metrik ton karbon emisyonu üretiminden kaçınılacağını iddia ediyor. Ancak, şirketin duyurusu ABD dışındaki fabrika ve ofislerini kapsamıyor.",2022-10-27,BloombergHT
"Demir cevheri yaklaşık 2,5 yılın en düşük seviyesinde",Talebe yönelik endişelerle demir cevherinde satışlar derinleşti.,2022-10-27,BloombergHT
Türkiye Sigorta'nın prim üretimi 16 milyar TL'yi aştı,"Türkiye Sigorta'nın toplam brüt prim üretimi, Ocak-Eylül 2022'de geçen yılın aynı dönemine göre yüzde 109 artarak 16 milyar 106 milyon 159 bin 669 TL olarak gerçekleşti.",2022-10-27,BloombergHT
Altında Fed belirsizliği,"Altın yatırımcıları önümüzdeki hafta yapılacak Fed toplantısında faiz artış patikasına dair işaretlere odaklanırken, fiyatlamalarda temkinli bir seyir izleniyor.",2022-10-27,BloombergHT
Şekerbank'ta sandık alımları sürüyor,Şekerbank'ta Munzam Sandık yeni bir hisse alımına imza attı.,2022-10-27,BloombergHT
Serbest piyasada döviz açılış fiyatları (27.10.2022),"İstanbul serbest piyasada dolar 18,6040 liradan, euro 18,7490 liradan güne başladı.",2022-10-27,BloombergHT
"Euroda gözler AMB'de, peki piyasa ne bekliyor?","Euro ve dolar yine eşitlenirken, euronun seyri için Avrupa Merkez Bankası'nın faiz kararı kritik önemde.",2022-10-27,BloombergHT
Akbank sendikasyonu yüzde 60 ile çevirdi,"Akbank 225 milyon dolar ve 177,5 milyon euro olmak üzere iki dilimli sendikasyon kredisi sağladı. Yeni sendikasyonda çevirme rasyosu yaklaşık yüzde 60 seviyelerinde kaldı.",2022-10-27,BloombergHT
Petrolde Rus tavanına esneklik planı,Petrol piyasalarında ana gündem maddesi ABD'de Biden yönetiminin Rus petrolüne yönelik fiyat tavanı uygulamasında yumuşamaya gitme planlaması oldu.,2022-10-27,BloombergHT
Endüstri bölgeleri kuruluşuna Cumhurbaşkanı izin verebilecek,Endüstri bölgeleri kanunda değişiklik yapıldı. Resmi Gazete'de yayımlanan düzenlemeye göre Cumhurbaşkanı bölge kuruluşuna ve ilavesine izin verebilecek,2022-10-27,BloombergHT
"Musk, Twitter'da büyük çaplı işten çıkarma planını yalanladı",Twitter anlaşmasında sona yaklaşan dünyanın en zengin insanı Elon Musk'ın şirkette büyük çaplı bir işten çıkarmayı düşünmediği belirtildi.,2022-10-27,BloombergHT
KKM'de kurumlar vergisi istisnası dövizler için de uygulanacak,Kurumların kur korumalı mevduattan elde edilen gelirleri için kurumlar vergisi istisnası yabancı paralar için de uygulanacak.,2022-10-27,BloombergHT
Brezilya Merkez Bankası faiz oranını değiştirmedi,"Brezilya Merkez Bankası(BCB), gösterge faiz oranında beklendiği gibi değişikliğe gitmedi.",2022-10-27,BloombergHT
"Ekonomiye ilişkin ""torba"" kanun teklifi TBMM Genel Kurulu'nda","TBMM Genel Kurulunda, ekonomiye ilişkin düzenlemeler içeren Gelir Vergisi Kanunu ile Bazı Kanun ve Kanun Hükmünde Kararnamelerde Değişiklik Yapılmasına Dair Kanun Teklifi'nin birinci bölümünde yer alan 10 madde kabul edildi.",2022-10-27,BloombergHT
Meta'nın geliri ve net kârı üçüncü çeyrekte düştü,"Facebook, Instagram ve WhatsApp'ın sahibi Meta'nın bu yılın üçüncü çeyreğinde elde ettiği gelir ve net kâr geçen yılın aynı dönemine kıyasla düşüş kaydetti.",2022-10-27,BloombergHT
Ekonomi ve siyaset gündemi - 27 Ekim 2022,Ekonomi ve siyaset gündeminde öne çıkanlar...,2022-10-27,BloombergHT
Resmi Gazete'de bugün (27.10.2022),"Resmi Gazete'de yayımlanan yönetmelik, genelge ve tebliğler...",2022-10-27,BloombergHT
Erdemir üçüncü çeyrek bilançosunu açıkladı,"Erdemir, 2022 yılının üçüncü çeyreğinde 109 milyon dolar net dönem kârı elde etti. Üçüncü çeyrek kârı ile birlikte yılın ilk 9 ayındaki net kârını 936 milyon dolara çıkaran şirketin, net kâr marjı yüzde 14,8’e geriledi.",2022-10-26,BloombergHT
Akbank'tan 3. çeyrekte piyasa beklentisi üzerinde net kâr,"Akbank 2022 yılının üçüncü çeyreğinde piyasa beklentilerinin üzerinde net kâr elde etti. Banka ilk 9 ayda elde ettiği kârını geçen yılın aynı dönemine göre yüzde 420 artırarak 38,2 milyar TL'ye yükseltti.",2022-10-26,BloombergHT
Tofaş'tan 3. çeyrekte beklentilerin üstünde net kâr,"Tofaş 2022 yılı 3. çeyrek sonuçlarını açıkladı. Otomotiv şirketi 3. çeyrekte piyasa beklentilerinin üzerinde net kâr açıklarken, ilk 9 aylık kârını geçen yıla göre yüzde 145 oranında artırdı.",2022-10-26,BloombergHT
Türk Traktör üçüncü çeyrek bilançosunu açıkladı,"Türk Traktör 2022 yılının üçüncü çeyreğinde piyasa beklentilerinin üzerinde net dönem kârı elde etti. Şirket, 9 aylık net dönem kârında TL bazında geçtiğimiz yılın aynı dönemine göre yüzde 94’lük artış sağladı.",2022-10-26,BloombergHT
TAV'ın 3. çeyrek net kârı beklentileri aştı,"TAV Havalimanları 2022 yılı üçüncü çeyrek sonuçlarını açıkladı. Şirket bu çeyrekte 2019 yılının 3. çeyreğine göre daha güçlü ciro, FAVÖK ve net dönem kârı gerçekleştirdi.",2022-10-26,BloombergHT
"Cumhurbaşkanı Erdoğan, İsveç Başbakanı Kristersson ile görüştü","Cumhurbaşkanı Recep Tayyip Erdoğan ile İsveç Başbakanı Ulf Kristersson’ın telefon görüşmesinde, Türkiye-İsveç ilişkileri ele alındı.",2022-10-26,BloombergHT
Kanada'da sıkılaşmaya resesyon freni,"Kanada Merkez Bankası, resesyon endişeleri nedeniyle faiz artırımlarının hızını yavaşlattı.",2022-10-26,BloombergHT
"Çin, Almanya ile Hamburg Limanı hakkında anlaşmaya yakın","Hamburg limanındaki konteyner terminalinin, Çin devletine ait olan Cosco şirketine tartışmalı satışında; satışı düşünülen payın yüzde 35'den yüzde 24,9'a indirilmesiyle anlaşmanın gerçekleşmeye daha yakın olduğu düşünülüyor.",2022-10-26,BloombergHT
ABD'de yeni konut satışları yükselen faizlerle düştü,ABD'de yeni konut satışları mortgage faizlerindeki yükselişle Eylül'de düştü,2022-10-26,BloombergHT
Rusya’dan 45 banka ve kuruma işlem yasağı,"Rusya’da 'dost olmayan ülkelere' yönelik yeni bir işlem yasağı devreye girdi. Kısıtlamaların uygulanacağı bankalar arasında Deutsche Bank, Intesa, HSBC ve Unicredit Bank da yer alıyor.",2022-10-26,BloombergHT
Ford'un Rusya'dan çıkışı son dönemeçte,"Ford, Rusya'daki iştirakinde sahip olduğu yüzde 49'luk hisseyi sattığını ve daha önce askıya aldığı operasyonlarının çıkışını sonuca ulaştırdığını söyledi.",2022-10-26,BloombergHT
Yapı Kredi'den sermaye benzeri tahvil ihraç planı,"Yapı Kredi, yurt içinde 5 milyar Türk lirası tutara kadar, farklı vadelerde Türk Lirası cinsinden, bir veya birden fazla ihraç yoluyla sermaye benzeri tahvil ihracı kararı aldı.",2022-10-26,BloombergHT
Apple AB'nin şarj cihazı standardına uyum sağlayacak,Apple Küresel Pazarlamadan Sorumlu Başkan Yardımcısı Greg Joswiak AB'nin USB-C şarj standart yasasıyla ilgili yaptığı açıklamada yasaya uymak zorunda kalacaklarını belirtti. Analistler şirketin bu standardı dünya çapında uygulayabileceklerini vurguladı.,2022-10-26,BloombergHT
